ogrenci_id,yas,egitim_durumu,kurs_turu,kurs_suresi_hafta,kayitli_oldugu_hafta_sayisi,haftalik_ders_saati,toplam_ders_saati,devamsizlik_saati,devamsizlik_orani,ust_uste_devamsizlik_sayisi,toplam_ucret,odenen_tutar,kalan_borc,taksit_sayisi,son_odeme_gecikme_gun_sayisi,odeme_yontemi,son_giristen_beri_gun_sayisi,son_30_gun_giris_sayisi,son_30_gun_ai_etkilesim_sayisi,tamamlanan_odev_orani,memnuniyet_skoru,is_churn
181,36,Mezun,Web Geliştirme,24,20,6,120,0,0.0,0,48000,32988,15012,6,35,Havale,15,9,4,0.40125092719383165,2.1,0
182,39,Üniversite,Siber Güvenlik,24,7,8,56,13,0.2321,4,12000,3409,8591,3,23,Havale,50,5,2,0.7880215173883529,3.5,1
183,19,Çalışan,Veri Bilimi,24,17,8,136,21,0.1544,2,12000,9631,2369,9,40,Havale,15,17,4,0.776197426401002,1.8,0
184,27,Üniversite,Yapay Zeka,24,8,8,64,3,0.0469,0,24000,17930,6070,6,38,Kredi Kartı,11,6,7,1.0,3.7,0
185,30,Üniversite,Yapay Zeka,24,13,8,104,28,0.2692,1,36000,33353,2647,12,38,Kredi Kartı,37,11,9,0.4331545883688101,3.3,0
186,42,Üniversite,İngilizce,16,10,4,40,12,0.3,3,30000,21873,8127,3,12,Elden,19,11,7,0.6505583199151278,2.1,0
187,38,Üniversite,İngilizce,16,16,4,64,5,0.0781,3,30000,30000,0,2,1,Kredi Kartı,52,6,9,0.4990011697552765,4.9,0
188,23,Lise,Siber Güvenlik,24,10,8,80,0,0.0,0,12000,12000,0,2,33,Kredi Kartı,30,7,2,0.9895925275420618,5.0,0
189,29,Mezun,Yapay Zeka,24,14,8,112,0,0.0,0,24000,15703,8297,6,14,Kredi Kartı,29,11,8,0.525662502741196,3.5,0
190,29,Çalışan,Yapay Zeka,24,6,8,48,26,0.5417,3,18000,11599,6401,12,1,Havale,20,17,5,0.5987677814571942,3.4,1
191,37,Mezun,Yapay Zeka,24,20,8,160,91,0.5688,4,24000,10619,13381,2,24,Havale,2,11,7,1.0,3.7,0
192,28,Üniversite,Yapay Zeka,24,22,8,176,40,0.2273,0,18000,5598,12402,6,4,Elden,20,11,3,0.4728986899255119,3.6,0
193,43,Lise,Web Geliştirme,24,7,6,42,0,0.0,0,18000,10674,7326,6,33,Kredi Kartı,27,13,3,0.6074512302717653,3.3,0
194,40,Üniversite,Veri Bilimi,24,6,8,48,9,0.1875,1,30000,14670,15330,6,38,Kredi Kartı,27,13,11,0.9253035176346497,5.0,0
195,42,Üniversite,Veri Bilimi,24,17,8,136,0,0.0,0,36000,16331,19669,3,4,Kredi Kartı,4,13,5,1.0,4.0,0
196,24,Çalışan,Siber Güvenlik,24,21,8,168,46,0.2738,0,30000,22135,7865,9,42,Elden,6,8,4,0.5593999602732892,3.6,0
197,18,Üniversite,Web Geliştirme,24,24,6,144,6,0.0417,0,30000,7680,22320,2,7,Kredi Kartı,56,13,7,0.9538245061816628,4.3,0
198,18,Mezun,Yapay Zeka,24,8,8,64,0,0.0,0,48000,17009,30991,9,13,Kredi Kartı,4,8,8,0.7290696583484064,3.9,0
199,42,Çalışan,Yapay Zeka,24,12,8,96,38,0.3958,0,18000,2827,15173,3,28,Havale,8,11,1,0.6315581681049424,3.8,0
200,44,Üniversite,İngilizce,16,10,4,40,8,0.2,0,12000,3742,8258,6,29,Kredi Kartı,46,12,5,0.908542503774925,2.9,0
201,42,Çalışan,İngilizce,16,9,4,36,14,0.3889,5,30000,14970,15030,9,36,Kredi Kartı,20,5,4,0.5937904780226331,3.9,1
202,37,Mezun,Siber Güvenlik,24,4,8,32,14,0.4375,0,24000,20448,3552,3,3,Elden,19,13,4,0.3929746631323716,4.3,0
203,30,Mezun,Yapay Zeka,24,10,8,80,16,0.2,1,24000,24000,0,2,34,Kredi Kartı,37,6,2,0.25720048320831185,3.1,0
204,26,Mezun,Siber Güvenlik,24,6,8,48,11,0.2292,2,18000,3926,14074,6,6,Kredi Kartı,39,6,7,0.7644929199599991,4.5,0
205,20,Üniversite,Web Geliştirme,24,7,6,42,17,0.4048,5,24000,20862,3138,6,25,Kredi Kartı,51,11,9,0.7649636955174555,4.1,1
206,24,Üniversite,Veri Bilimi,24,21,8,168,21,0.125,4,24000,9820,14180,6,31,Kredi Kartı,36,10,13,0.7430311134295864,4.4,0
207,23,Üniversite,Yapay Zeka,24,8,8,64,27,0.4219,1,18000,12435,5565,3,42,Kredi Kartı,57,12,6,0.5014617191649975,3.5,0
208,25,Üniversite,Web Geliştirme,24,3,6,18,0,0.0,0,24000,19060,4940,2,32,Havale,16,10,7,0.8790299273359479,2.9,0
209,44,Mezun,Yapay Zeka,24,8,8,64,10,0.1562,1,24000,24000,0,3,23,Kredi Kartı,41,7,4,0.8575798491281293,4.0,0
210,26,Lise,İngilizce,16,15,4,60,15,0.25,2,36000,36000,0,2,0,Elden,27,6,4,0.940007883329488,4.3,0
211,22,Çalışan,Siber Güvenlik,24,21,8,168,1,0.006,0,48000,43711,4289,12,28,Kredi Kartı,30,10,5,0.6659194063738268,5.0,0
212,18,Mezun,İngilizce,16,1,4,4,1,0.25,2,36000,19125,16875,2,44,Kredi Kartı,32,12,2,0.7777583066830798,2.6,0
213,36,Üniversite,Veri Bilimi,24,13,8,104,26,0.25,1,48000,12737,35263,3,37,Kredi Kartı,31,9,4,0.696235117677593,3.8,0
214,27,Üniversite,İngilizce,16,6,4,24,2,0.0833,2,18000,12745,5255,2,37,Havale,31,5,2,0.435648355719709,4.3,0
215,29,Çalışan,Yapay Zeka,24,18,8,144,12,0.0833,2,36000,29212,6788,2,20,Kredi Kartı,47,5,6,0.7648517364939738,4.3,1
216,41,Çalışan,İngilizce,16,15,4,60,4,0.0667,0,24000,8671,15329,6,22,Havale,55,8,8,0.6416199175176208,2.7,1
217,32,Mezun,Yapay Zeka,24,7,8,56,0,0.0,0,30000,25318,4682,6,45,Havale,22,12,4,0.5429147217523865,4.4,0
218,44,Üniversite,Veri Bilimi,24,15,8,120,61,0.5083,3,18000,9774,8226,2,4,Elden,20,14,3,1.0,2.4,0
219,39,Üniversite,İngilizce,16,9,4,36,7,0.1944,0,36000,13225,22775,2,29,Havale,24,7,1,0.3277343705505718,2.5,0
220,41,Lise,Siber Güvenlik,24,3,8,24,0,0.0,0,12000,8210,3790,2,39,Kredi Kartı,32,8,6,0.6903318139516698,4.9,0
221,26,Üniversite,Siber Güvenlik,24,14,8,112,22,0.1964,2,18000,7638,10362,9,17,Havale,2,14,7,0.6782975220364666,2.9,0
222,37,Çalışan,Siber Güvenlik,24,20,8,160,42,0.2625,5,36000,12994,23006,6,5,Elden,5,9,7,0.7639377153961033,4.6,0
223,34,Mezun,İngilizce,16,4,4,16,1,0.0625,0,30000,21652,8348,2,4,Elden,48,11,1,0.5704674125904923,3.9,0
224,34,Mezun,İngilizce,16,4,4,16,2,0.125,1,24000,18091,5909,6,41,Kredi Kartı,27,13,5,0.1969255626337011,4.7,1
225,43,Çalışan,İngilizce,16,3,4,12,5,0.4167,0,30000,16759,13241,6,17,Havale,53,14,5,0.5638908837627619,3.3,0
226,37,Mezun,Yapay Zeka,24,5,8,40,0,0.0,0,18000,12936,5064,9,12,Kredi Kartı,1,11,3,0.5715868574158101,3.3,0
227,29,Üniversite,Veri Bilimi,24,11,8,88,10,0.1136,0,30000,28062,1938,12,19,Kredi Kartı,31,13,0,1.0,4.2,0
228,24,Üniversite,Siber Güvenlik,24,8,8,64,0,0.0,0,12000,10296,1704,3,37,Havale,25,5,3,0.8108109336666773,4.9,0
229,19,Çalışan,Yapay Zeka,24,2,8,16,9,0.5625,3,36000,15964,20036,2,20,Elden,4,12,4,0.7894456787304587,4.7,0
230,20,Lise,Siber Güvenlik,24,16,8,128,43,0.3359,0,24000,15767,8233,3,3,Havale,10,13,9,1.0,3.1,0
231,34,Çalışan,Yapay Zeka,24,10,8,80,17,0.2125,2,36000,17109,18891,9,12,Elden,9,6,4,0.8996441731504435,5.0,0
232,22,Çalışan,İngilizce,16,2,4,8,1,0.125,1,24000,7197,16803,12,17,Kredi Kartı,14,10,2,1.0,2.7,0
233,34,Lise,Siber Güvenlik,24,7,8,56,5,0.0893,0,24000,19456,4544,6,12,Kredi Kartı,17,11,4,0.6374114271393619,3.5,0
234,41,Mezun,İngilizce,16,5,4,20,3,0.15,1,24000,21616,2384,3,12,Havale,48,7,7,0.9084742891265677,4.7,0
235,34,Çalışan,Siber Güvenlik,24,7,8,56,17,0.3036,1,24000,12755,11245,3,38,Kredi Kartı,13,12,10,0.661505868268826,4.1,0
236,44,Mezun,Web Geliştirme,24,21,6,126,4,0.0317,0,18000,12756,5244,3,36,Elden,27,11,5,0.4751945266680798,5.0,0
237,34,Çalışan,Yapay Zeka,24,6,8,48,7,0.1458,3,36000,36000,0,3,34,Kredi Kartı,29,7,8,0.5554324538778208,3.6,0
238,19,Çalışan,Web Geliştirme,24,24,6,144,54,0.375,3,24000,21749,2251,6,37,Kredi Kartı,59,9,1,0.729552669075736,4.5,0
239,19,Üniversite,Yapay Zeka,24,1,8,8,4,0.5,3,24000,12082,11918,2,39,Kredi Kartı,12,10,4,0.8958656170884457,2.8,0
240,39,Üniversite,Veri Bilimi,24,11,8,88,28,0.3182,1,12000,7561,4439,3,26,Kredi Kartı,19,8,7,0.9845624228874554,2.9,0
241,40,Çalışan,Siber Güvenlik,24,13,8,104,10,0.0962,0,12000,5675,6325,6,25,Elden,1,9,5,0.42997605579149045,3.2,0
242,22,Mezun,Veri Bilimi,24,12,8,96,18,0.1875,3,24000,16975,7025,2,11,Kredi Kartı,24,4,7,0.6612901152255954,2.7,0
243,18,Lise,Veri Bilimi,24,1,8,8,2,0.25,1,36000,23764,12236,2,1,Kredi Kartı,43,6,3,0.6106568943979664,2.7,0
244,18,Lise,Yapay Zeka,24,21,8,168,28,0.1667,3,24000,8682,15318,3,42,Havale,58,6,3,1.0,3.5,1
245,36,Mezun,Web Geliştirme,24,15,6,90,31,0.3444,3,18000,9648,8352,9,19,Kredi Kartı,42,12,4,0.6681041024773953,3.8,0
246,19,Çalışan,İngilizce,16,1,4,4,0,0.0,0,12000,1605,10395,9,34,Havale,50,10,6,0.5628031584597031,3.8,0
247,38,Çalışan,Yapay Zeka,24,3,8,24,12,0.5,1,36000,14050,21950,2,9,Kredi Kartı,11,10,6,0.6710241842292839,4.4,0
248,29,Mezun,İngilizce,16,10,4,40,8,0.2,5,30000,22595,7405,6,7,Kredi Kartı,24,11,6,0.8435978842100816,3.6,1
249,43,Lise,Veri Bilimi,24,15,8,120,13,0.1083,2,48000,32919,15081,3,39,Elden,3,10,8,1.0,2.4,0
250,23,Üniversite,İngilizce,16,9,4,36,12,0.3333,2,12000,10640,1360,6,45,Havale,41,12,5,0.25452317139116687,3.3,1
251,40,Çalışan,Web Geliştirme,24,14,6,84,4,0.0476,2,36000,23874,12126,6,35,Kredi Kartı,11,13,5,0.6050727695831882,4.3,0
252,21,Üniversite,Yapay Zeka,24,23,8,184,45,0.2446,0,36000,21634,14366,9,30,Havale,6,14,6,0.6548419684119489,3.9,0
253,40,Üniversite,Web Geliştirme,24,22,6,132,62,0.4697,1,36000,36000,0,6,14,Elden,54,9,5,0.6729821691642996,2.5,0
254,28,Lise,Web Geliştirme,24,24,6,144,0,0.0,0,12000,6782,5218,12,41,Kredi Kartı,37,11,5,1.0,2.7,0
255,41,Mezun,Yapay Zeka,24,8,8,64,28,0.4375,0,30000,16611,13389,12,17,Kredi Kartı,39,11,4,0.6439492309117489,3.3,0
256,44,Çalışan,Web Geliştirme,24,22,6,132,0,0.0,0,24000,15897,8103,9,14,Kredi Kartı,58,10,5,1.0,4.4,1
257,34,Üniversite,Siber Güvenlik,24,4,8,32,12,0.375,1,24000,10933,13067,6,18,Kredi Kartı,31,10,7,0.5596646454401714,3.4,0
258,23,Üniversite,Siber Güvenlik,24,20,8,160,8,0.05,1,24000,17142,6858,3,23,Kredi Kartı,42,6,3,0.3933394775899952,4.2,0
259,41,Mezun,Siber Güvenlik,24,20,8,160,70,0.4375,2,30000,14067,15933,3,34,Elden,5,5,7,0.8387261094644902,4.5,1
260,22,Çalışan,İngilizce,16,6,4,24,3,0.125,6,48000,26024,21976,2,1,Kredi Kartı,56,17,8,0.6562265195886937,4.2,1
261,37,Lise,Web Geliştirme,24,1,6,6,1,0.1667,0,30000,13910,16090,3,12,Havale,52,12,4,0.39539141066943795,4.1,1
262,19,Üniversite,Yapay Zeka,24,18,8,144,7,0.0486,2,30000,6166,23834,6,44,Kredi Kartı,26,9,5,0.8879678064074294,2.0,0
263,23,Üniversite,Yapay Zeka,24,6,8,48,0,0.0,0,30000,1377,28623,6,8,Havale,34,12,7,0.9758665293794518,2.8,0
264,39,Çalışan,İngilizce,16,14,4,56,1,0.0179,2,30000,8821,21179,12,34,Havale,20,10,2,0.7893133529020733,4.0,0
265,28,Üniversite,Yapay Zeka,24,14,8,112,0,0.0,0,18000,16834,1166,2,1,Kredi Kartı,19,16,5,0.7721172157867494,3.0,0
266,33,Lise,Siber Güvenlik,24,11,8,88,0,0.0,0,18000,12038,5962,2,45,Kredi Kartı,18,10,3,0.7535299488852997,3.6,0
267,33,Mezun,Web Geliştirme,24,17,6,102,28,0.2745,5,30000,15898,14102,9,15,Kredi Kartı,32,6,7,0.8494125512296362,4.8,1
268,18,Çalışan,Yapay Zeka,24,9,8,72,36,0.5,1,12000,4681,7319,3,45,Havale,55,12,4,0.91943546389924,2.7,0
269,26,Lise,Yapay Zeka,24,22,8,176,96,0.5455,2,30000,28957,1043,2,35,Kredi Kartı,3,12,1,0.44387286075095467,3.9,0
270,44,Çalışan,Veri Bilimi,24,7,8,56,1,0.0179,5,36000,17624,18376,12,1,Kredi Kartı,59,10,9,0.6069912145230616,4.9,1
271,23,Üniversite,Veri Bilimi,24,14,8,112,22,0.1964,3,24000,10529,13471,9,15,Elden,18,9,6,0.7183803335804261,2.0,0
272,33,Mezun,Veri Bilimi,24,17,8,136,58,0.4265,2,36000,6373,29627,3,7,Elden,59,9,1,0.6772300236768921,3.0,1
273,20,Üniversite,Web Geliştirme,24,8,6,48,0,0.0,0,24000,2213,21787,9,0,Kredi Kartı,51,12,3,0.7805654065650933,3.0,0
274,37,Mezun,Siber Güvenlik,24,16,8,128,56,0.4375,0,18000,13776,4224,6,17,Kredi Kartı,48,9,2,0.7544810818282112,4.1,0
275,44,Üniversite,Siber Güvenlik,24,12,8,96,42,0.4375,3,24000,24000,0,9,40,Havale,27,12,3,0.7428522233422343,3.4,0
276,21,Çalışan,Siber Güvenlik,24,12,8,96,0,0.0,0,36000,26067,9933,9,25,Havale,21,5,10,0.56402007091368,4.2,0
277,36,Mezun,Web Geliştirme,24,5,6,30,0,0.0,0,48000,34598,13402,2,43,Kredi Kartı,50,11,3,0.5599035684235822,2.7,0
278,43,Mezun,Web Geliştirme,24,5,6,30,4,0.1333,1,24000,24000,0,6,4,Kredi Kartı,23,8,1,1.0,3.3,0
279,20,Çalışan,Veri Bilimi,24,14,8,112,44,0.3929,0,18000,13953,4047,2,20,Havale,58,9,0,0.6203538151276153,3.3,1
280,36,Çalışan,Yapay Zeka,24,6,8,48,0,0.0,0,18000,11665,6335,2,34,Elden,45,8,4,1.0,3.7,0
281,37,Lise,İngilizce,16,7,4,28,0,0.0,0,24000,18956,5044,12,39,Havale,29,11,5,0.31849574260996727,3.9,0
282,24,Üniversite,İngilizce,16,7,4,28,6,0.2143,0,24000,21017,2983,6,27,Kredi Kartı,28,10,4,0.5814640016744506,3.1,0
283,37,Çalışan,Yapay Zeka,24,21,8,168,56,0.3333,1,30000,23321,6679,6,25,Kredi Kartı,9,16,2,0.8138932882927978,3.8,1
284,26,Lise,Veri Bilimi,24,17,8,136,13,0.0956,3,36000,19029,16971,9,31,Havale,52,8,4,0.7954725157121907,3.8,1
285,18,Mezun,Yapay Zeka,24,9,8,72,8,0.1111,0,30000,22548,7452,12,43,Kredi Kartı,31,14,4,0.4828933368113536,1.8,0
286,25,Çalışan,Yapay Zeka,24,22,8,176,59,0.3352,1,18000,8581,9419,9,43,Kredi Kartı,8,19,4,1.0,3.9,0
287,24,Lise,İngilizce,16,13,4,52,3,0.0577,3,24000,15413,8587,6,20,Kredi Kartı,24,10,3,0.5598678723734914,3.8,0
288,35,Mezun,Veri Bilimi,24,9,8,72,6,0.0833,0,36000,26975,9025,3,3,Kredi Kartı,15,19,4,0.5232063393601075,5.0,0
289,25,Üniversite,Web Geliştirme,24,16,6,96,26,0.2708,4,30000,30000,0,2,41,Kredi Kartı,14,15,4,0.6812501698109188,3.9,0
290,18,Mezun,İngilizce,16,4,4,16,5,0.3125,4,18000,13674,4326,3,40,Havale,58,6,9,0.44818134326010967,3.5,1
291,28,Lise,Web Geliştirme,24,2,6,12,2,0.1667,0,18000,11773,6227,3,35,Havale,47,9,5,0.5215181522096527,4.9,1
292,42,Lise,Veri Bilimi,24,13,8,104,51,0.4904,6,30000,16496,13504,6,23,Elden,17,6,5,0.5487093971731402,3.2,1
293,42,Mezun,Yapay Zeka,24,13,8,104,37,0.3558,2,18000,9071,8929,6,32,Havale,52,8,4,0.38129374422000323,2.9,0
294,35,Çalışan,Siber Güvenlik,24,19,8,152,24,0.1579,0,30000,16599,13401,12,4,Kredi Kartı,22,10,6,0.7540286117107515,3.4,0
295,40,Çalışan,Siber Güvenlik,24,12,8,96,0,0.0,0,24000,15841,8159,6,2,Kredi Kartı,54,10,3,0.45174630700836005,4.2,0
296,27,Mezun,Veri Bilimi,24,4,8,32,13,0.4062,2,12000,10547,1453,6,10,Kredi Kartı,41,11,6,0.7645858572634383,5.0,0
297,20,Lise,Siber Güvenlik,24,10,8,80,32,0.4,2,30000,9942,20058,3,44,Kredi Kartı,2,7,5,0.47163564391039137,3.9,0
298,24,Mezun,Web Geliştirme,24,16,6,96,19,0.1979,2,12000,10098,1902,2,31,Elden,6,9,3,0.9386035730282396,3.4,0
299,33,Üniversite,Siber Güvenlik,24,24,8,192,52,0.2708,0,24000,12208,11792,3,21,Kredi Kartı,38,11,6,0.8583263009009442,3.2,0
300,43,Çalışan,Veri Bilimi,24,19,8,152,53,0.3487,5,18000,8545,9455,9,10,Kredi Kartı,51,9,9,0.8406405346170939,2.1,1
301,33,Çalışan,Veri Bilimi,24,8,8,64,33,0.5156,4,30000,23330,6670,3,37,Havale,10,11,3,0.68227763557476,2.2,1
302,42,Mezun,Web Geliştirme,24,6,6,36,14,0.3889,3,30000,16686,13314,6,21,Kredi Kartı,54,12,6,1.0,3.7,0
303,37,Çalışan,Siber Güvenlik,24,4,8,32,10,0.3125,0,18000,13843,4157,6,3,Havale,23,10,9,0.7745271521858839,3.0,1
304,34,Lise,Siber Güvenlik,24,7,8,56,22,0.3929,2,36000,26892,9108,2,38,Kredi Kartı,34,10,1,0.5908934140524361,3.7,1
305,19,Mezun,Yapay Zeka,24,14,8,112,48,0.4286,2,12000,10217,1783,3,2,Kredi Kartı,49,11,5,0.44690611193527924,3.2,1
306,18,Üniversite,İngilizce,16,11,4,44,12,0.2727,4,24000,23510,490,6,9,Kredi Kartı,24,11,9,0.8076201858312547,3.0,0
307,33,Çalışan,Veri Bilimi,24,13,8,104,40,0.3846,5,24000,5279,18721,3,36,Elden,27,16,9,0.49622882112365035,2.5,1
308,29,Üniversite,Yapay Zeka,24,21,8,168,17,0.1012,4,30000,21033,8967,9,18,Kredi Kartı,11,12,6,0.8107886571602815,3.0,0
309,22,Mezun,Veri Bilimi,24,5,8,40,16,0.4,1,18000,8371,9629,6,17,Kredi Kartı,22,12,5,0.6839617190783306,5.0,0
310,22,Çalışan,Yapay Zeka,24,9,8,72,7,0.0972,4,12000,9054,2946,6,27,Kredi Kartı,16,7,3,0.7021194023867735,3.4,0
311,44,Lise,İngilizce,16,13,4,52,2,0.0385,0,24000,7166,16834,9,30,Kredi Kartı,57,10,7,0.8843989243694355,3.4,1
312,40,Üniversite,Yapay Zeka,24,3,8,24,5,0.2083,1,12000,7953,4047,6,16,Kredi Kartı,57,7,11,0.9246977996347728,3.6,0
313,26,Çalışan,Veri Bilimi,24,10,8,80,0,0.0,0,36000,6461,29539,12,23,Havale,40,11,5,0.6274780619642304,4.5,0
314,26,Üniversite,Siber Güvenlik,24,15,8,120,14,0.1167,4,18000,11895,6105,3,0,Havale,36,11,5,0.7238490938396491,4.0,0
315,20,Üniversite,Veri Bilimi,24,20,8,160,46,0.2875,4,24000,15633,8367,6,4,Havale,17,10,11,0.9526851651978591,3.5,0
316,36,Üniversite,Web Geliştirme,24,21,6,126,34,0.2698,0,24000,11564,12436,3,31,Kredi Kartı,54,8,7,1.0,3.5,0
317,33,Lise,Web Geliştirme,24,17,6,102,34,0.3333,1,24000,13236,10764,3,16,Kredi Kartı,8,8,7,0.8384428790667866,3.3,0
318,33,Çalışan,Web Geliştirme,24,23,6,138,47,0.3406,6,30000,16726,13274,2,20,Kredi Kartı,44,13,2,1.0,2.1,1
319,20,Mezun,Web Geliştirme,24,24,6,144,41,0.2847,2,24000,6302,17698,6,40,Kredi Kartı,34,9,4,0.44810489871403963,3.2,0
320,37,Lise,İngilizce,16,15,4,60,4,0.0667,1,12000,3910,8090,3,42,Kredi Kartı,35,7,9,0.5393458743495527,5.0,0
321,41,Üniversite,Siber Güvenlik,24,6,8,48,19,0.3958,1,30000,20911,9089,3,21,Kredi Kartı,56,9,2,0.21298536885008146,5.0,1
322,39,Üniversite,Siber Güvenlik,24,3,8,24,5,0.2083,2,12000,11004,996,12,38,Havale,17,15,5,0.5151456727621814,2.8,0
323,41,Üniversite,Veri Bilimi,24,18,8,144,38,0.2639,5,30000,25400,4600,9,38,Havale,19,9,7,0.4537639366366051,2.8,0
324,18,Üniversite,Yapay Zeka,24,5,8,40,10,0.25,1,36000,5139,30861,6,33,Elden,20,11,4,0.9015571529139026,5.0,1
325,41,Üniversite,Veri Bilimi,24,13,8,104,52,0.5,0,18000,17280,720,9,13,Havale,46,7,2,0.7261622214050965,2.7,1
326,37,Üniversite,Veri Bilimi,24,1,8,8,0,0.0,0,24000,23406,594,12,15,Kredi Kartı,19,8,7,1.0,2.3,0
327,28,Mezun,Veri Bilimi,24,17,8,136,22,0.1618,0,12000,5558,6442,6,4,Kredi Kartı,54,10,1,0.8094084148245612,3.0,0
328,34,Üniversite,Veri Bilimi,24,3,8,24,8,0.3333,2,36000,16850,19150,3,17,Kredi Kartı,5,11,5,0.33630958025075175,3.5,0
329,25,Mezun,Siber Güvenlik,24,19,8,152,34,0.2237,4,30000,15617,14383,9,3,Kredi Kartı,8,10,5,0.3972956184688148,4.2,0
330,21,Mezun,Yapay Zeka,24,21,8,168,22,0.131,2,18000,13192,4808,6,43,Kredi Kartı,42,18,4,0.6421157191444478,2.8,1
331,23,Mezun,Veri Bilimi,24,20,8,160,0,0.0,0,24000,13779,10221,3,27,Kredi Kartı,28,12,5,0.6184392792247407,4.4,0
332,25,Mezun,Siber Güvenlik,24,22,8,176,30,0.1705,4,30000,22418,7582,6,44,Kredi Kartı,28,6,6,0.7599342725217472,3.1,0
333,37,Mezun,Veri Bilimi,24,12,8,96,27,0.2812,1,24000,7786,16214,3,26,Havale,12,8,8,0.39147217676352575,3.5,0
334,20,Çalışan,Web Geliştirme,24,8,6,48,15,0.3125,1,18000,6877,11123,12,5,Havale,35,14,4,0.624988230471583,5.0,0
335,33,Mezun,Veri Bilimi,24,8,8,64,12,0.1875,2,24000,10346,13654,3,10,Kredi Kartı,26,9,6,0.9453961318545095,5.0,0
336,42,Mezun,Veri Bilimi,24,15,8,120,30,0.25,0,30000,13373,16627,12,20,Kredi Kartı,46,9,5,0.733723014980329,4.3,1
337,20,Çalışan,İngilizce,16,11,4,44,1,0.0227,2,18000,13623,4377,12,16,Kredi Kartı,56,6,3,0.7168896396330697,4.0,0
338,42,Mezun,Web Geliştirme,24,20,6,120,35,0.2917,1,12000,8537,3463,6,30,Havale,48,13,4,0.9164121801921791,2.3,1
339,35,Üniversite,Yapay Zeka,24,1,8,8,2,0.25,2,36000,29325,6675,6,33,Kredi Kartı,43,11,6,0.5637085514015723,5.0,1
340,31,Üniversite,Veri Bilimi,24,16,8,128,32,0.25,2,18000,16567,1433,3,12,Havale,5,14,9,0.39781735012777575,3.8,0
341,35,Üniversite,Yapay Zeka,24,14,8,112,20,0.1786,1,24000,17966,6034,2,22,Havale,38,3,8,0.4527538568379282,3.8,0
342,19,Çalışan,Web Geliştirme,24,7,6,42,11,0.2619,2,30000,6133,23867,2,0,Kredi Kartı,56,11,4,0.9199615826686678,3.6,0
343,39,Mezun,Veri Bilimi,24,6,8,48,16,0.3333,1,18000,9819,8181,9,3,Kredi Kartı,31,13,0,0.5952751415521645,3.6,1
344,20,Çalışan,İngilizce,16,5,4,20,5,0.25,0,30000,17378,12622,6,29,Kredi Kartı,48,9,4,0.5363197400770585,1.5,0
345,33,Mezun,Siber Güvenlik,24,4,8,32,0,0.0,0,24000,17147,6853,2,30,Kredi Kartı,42,10,7,0.6196759089136245,3.0,0
346,26,Üniversite,İngilizce,16,6,4,24,6,0.25,1,24000,9938,14062,3,15,Havale,43,7,2,0.5638796390345522,3.4,0
347,21,Lise,İngilizce,16,8,4,32,5,0.1562,4,24000,24000,0,12,42,Kredi Kartı,27,11,4,0.6431904858314461,3.0,0
348,18,Mezun,Siber Güvenlik,24,22,8,176,16,0.0909,0,36000,19787,16213,3,2,Kredi Kartı,44,12,4,0.7632876221835896,3.4,0
349,21,Mezun,Siber Güvenlik,24,19,8,152,70,0.4605,2,30000,17019,12981,12,11,Elden,0,16,1,0.4746707327048908,2.7,0
350,18,Çalışan,Siber Güvenlik,24,3,8,24,1,0.0417,2,18000,10819,7181,3,11,Kredi Kartı,49,6,3,0.2273690282020578,3.6,1
351,31,Üniversite,Veri Bilimi,24,4,8,32,2,0.0625,0,12000,6253,5747,6,10,Kredi Kartı,53,17,3,0.5590354467895314,3.4,0
352,38,Mezun,Yapay Zeka,24,13,8,104,0,0.0,0,12000,2594,9406,2,15,Kredi Kartı,50,13,1,0.620772063748685,3.8,0
353,33,Mezun,Yapay Zeka,24,21,8,168,81,0.4821,2,36000,34569,1431,6,28,Havale,42,9,2,0.9206525018150422,5.0,0
354,37,Mezun,Siber Güvenlik,24,2,8,16,6,0.375,1,36000,17687,18313,6,20,Havale,30,14,12,0.7867884299525245,4.2,0
355,41,Mezun,İngilizce,16,11,4,44,7,0.1591,0,12000,9689,2311,3,44,Kredi Kartı,29,15,7,0.5382046799922434,3.3,0
356,25,Çalışan,Web Geliştirme,24,16,6,96,32,0.3333,2,24000,13047,10953,6,43,Elden,53,14,6,0.7701542350657932,5.0,1
357,24,Üniversite,Siber Güvenlik,24,10,8,80,0,0.0,0,18000,8868,9132,6,41,Havale,17,9,6,1.0,3.0,1
358,20,Mezun,İngilizce,16,15,4,60,18,0.3,2,36000,12195,23805,6,42,Kredi Kartı,28,9,4,0.9738098715255867,4.2,1
359,34,Mezun,İngilizce,16,11,4,44,3,0.0682,3,18000,3683,14317,9,4,Havale,41,11,7,0.6006858955014807,4.5,1
360,18,Çalışan,Veri Bilimi,24,10,8,80,42,0.525,0,24000,12927,11073,3,12,Kredi Kartı,37,14,4,0.7437716393050224,2.0,0
361,33,Çalışan,Veri Bilimi,24,2,8,16,5,0.3125,1,18000,9505,8495,6,16,Havale,22,6,8,0.8841279878205688,3.7,0
362,29,Üniversite,Yapay Zeka,24,6,8,48,12,0.25,1,18000,18000,0,12,11,Kredi Kartı,21,10,5,1.0,3.3,0
363,44,Üniversite,Yapay Zeka,24,14,8,112,8,0.0714,2,18000,12023,5977,9,16,Havale,1,9,7,0.6795943879546867,4.2,0
